"동별","연령별","항목","단위","2024. 4/4","2025. 1/4","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"도봉구","65~69세","한국인","","26051","26002","15878","16571","16819","17594","17933","18979","20854","22373","23328","24841","26051",
"도봉구","65~69세","등록외국인","","39","51","22","26","32","28","19","27","30","32","35","38","39",
"도봉구","70~74세","계","","17404","18147","13334","13457","13565","13713","14433","14951","15534","15436","15931","16236","17404",
"도봉구","70~74세","한국인","","17381","18124","13329","13453","13559","13704","14422","14937","15522","15428","15917","16221","17381",
"도봉구","70~74세","등록외국인","","23","23","5","4","6","9","11","14","12","8","14","15","23",
"도봉구","75~79세","계","","13310","13493","8978","9495","10269","11511","12022","12190","12187","12057","12152","12747","13310",
"도봉구","75~79세","한국인","","13303","13485","8974","9491","10265","11507","12018","12185","12184","12055","12149","12743","13303",
"도봉구","75~79세","등록외국인","","7","8","4","4","4","4","4","5","3","2","3","4","7",
"도봉구","80~84세","계","","10015","10025","4789","5317","5830","6236","6759","7449","7866","8478","9496","9928","10015",
"도봉구","80~84세","한국인","","10013","10024","4788","5315","5829","6235","6757","7447","7862","8475","9493","9926","10013",
"도봉구","80~84세","등록외국인","","2","1","1","2","1","1","2","2","4","3","3","2","2",
"도봉구","85~89세","계","","5267","5428","2338","2514","2697","2973","3197","3399","3742","4004","4247","4653","5267",
"도봉구","85~89세","한국인","","5265","5425","2337","2513","2696","2973","3196","3398","3741","4003","4246","4651","5265",
"도봉구","85~89세","등록외국인","","2","3","1","1","1","-","1","1","1","1","1","2","2",
"도봉구","90~94세","계","","1677","1745","828","890","938","1043","1150","1244","1354","1388","1445","1572","1677",
"도봉구","90~94세","한국인","","1676","1744","828","890","938","1042","1149","1243","1354","1388","1445","1571","1676",
"도봉구","90~94세","등록외국인","","1","1","-","-","-","1","1","1","-","-","-","1","1",
"도봉구","95~99세","계","","399","412","184","196","231","249","305","316","317","303","322","363","399",
"도봉구","95~99세","한국인","","399","412","184","196","231","249","305","316","317","303","322","363","399",
"도봉구","95~99세","등록외국인","","-","-","-","-","-","-","-","-","-","-","-","-","-",
"도봉구","100세 이상","계","","61","60","120","124","129","141","146","159","175","89","42","58","61",
"도봉구","100세 이상","한국인","","61","60","120","124","129","141","146","159","175","89","42","58","61",
"도봉구","100세 이상","등록외국인","","-","-","-","-","-","-","-","-","-","-","-","-","-",
"노원구","합계","계","","496552","495111","586056","578221","571212","558075","548160","537303","527032","514946","508014","502925","496552",
"노원구","합계","한국인","","491247","489831","582552","574583","567581","554403","543752","532905","523037","510956","503734","498213","491247",
"노원구","합계","등록외국인","","5305","5280","3504","3638","3631","3672","4408","4398","3995","3990","4280","4712","5305",
"노원구","0~4세","계","","10089","9942","22576","21800","21020","19054","17222","15356","13583","12189","11322","10677","10089",
"노원구","0~4세","한국인","","10042","9907","22511","21728","20951","18984","17146","15274","13503","12124","11250","10622","10042",
"노원구","0~4세","등록외국인","","47","35","65","72","69","70","76","82","80","65","72","55","47",
"노원구","5~9세","계","","14515","14109","24209","23760","23150","22289","21047","20550","19728","18577","17108","15857","14515",
"노원구","5~9세","한국인","","14450","14038","24173","23724","23100","22251","21001","20491","19679","18534","17057","15803","14450",
"노원구","5~9세","등록외국인","","65","71","36","36","50","38","46","59","49","43","51","54","65",
"노원구","10~14세","계","","20898","20778","33479","30240","28127","27109","25948","24639","24300","23497","22498","21455","20898",
"노원구","10~14세","한국인","","20858","20737","33463","30220","28108","27088","25920","24612","24274","23464","22463","21427","20858",
"노원구","10~14세","등록외국인","","40","41","16","20","19","21","28","27","26","33","35","28","40",
"노원구","15~19세","계","","24954","25064","42751","41647","39968","37188","34889","32536","29159","27049","26859","26015","24954",
"노원구","15~19세","한국인","","24558","24840","42560","41415","39716","36904","34524","32236","28961","26848","26647","25745","24558",
"노원구","15~19세","등록외국인","","396","224","191","232","252","284","365","300","198","201","212","270","396",
"노원구","20~24세","계","","33616","33136","43344","43383","43265","42380","42028","40380","38754","36784","35659","34607","33616",
"노원구","20~24세","한국인","","32128","31690","42693","42714","42548","41546","40739","39067","37606","35634","34461","33328","32128",
"노원구","20~24세","등록외국인","","1488","1446","651","669","717","834","1289","1313","1148","1150","1198","1279","1488",
"노원구","25~29세","계","","33092","32968","36207","35542","35670","35805","36323","36196","36247","35017","34239","33968","33092",
"노원구","25~29세","한국인","","32019","31826","35576","34890","35036","35192","35632","35514","35576","34322","33406","32973","32019",
"노원구","25~29세","등록외국인","","1073","1142","631","652","634","613","691","682","671","695","833","995","1073",
"노원구","30~34세","계","","32689","32579","43487","40689","37836","34419","32181","31073","30673","31209","32155","32498","32689",
"노원구","30~34세","한국인","","32074","31919","43065","40254","37414","33973","31707","30568","30226","30741","31658","31961","32074",
"노원구","30~34세","등록외국인","","615","660","422","435","422","446","474","505","447","468","497","537","615",
"노원구","35~39세","계","","29117","29001","43089","42448","42257","41006","39995","37088","34868","32744","30576","29449","29117",
"노원구","35~39세","한국인","","28724","28588","42778","42141","41931","40705","39669","36762","34514","32397","30220","29061","28724",
"노원구","35~39세","등록외국인","","393","413","311","307","326","301","326","326","354","347","356","388","393",
"노원구","40~44세","계","","34977","34478","54490","51435","47729","44544","41100","39444","38647","37838","37200","37003","34977",
"노원구","40~44세","한국인","","34670","34147","54223","51184","47484","44297","40848","39176","38408","37593","36953","36722","34670",
"노원구","40~44세","등록외국인","","307","331","267","251","245","247","252","268","239","245","247","281","307",
"노원구","45~49세","계","","37477","37162","53258","53847","55151","54348","53009","50962","48037","44366","41785","38898","37477",
"노원구","45~49세","한국인","","37231","36934","52962","53537","54884","54090","52750","50728","47832","44177","41583","38679","37231",
"노원구","45~49세","등록외국인","","246","228","296","310","267","258","259","234","205","189","202","219","246",
"노원구","50~54세","계","","45718","45147","49841","48039","46281","45151","45757","46364","46927","47868","47871","47068","45718",
"노원구","50~54세","한국인","","45518","44935","49583","47783","46023","44919","45508","46130","46711","47671","47683","46871","45518",
"노원구","50~54세","등록외국인","","200","212","258","256","258","232","249","234","216","197","188","197","200",
"노원구","55~59세","계","","40508","40762","43879","44827","45458","45015","44207","43038","41304","39540","38851","39758","40508",
"노원구","55~59세","한국인","","40312","40559","43663","44578","45249","44842","44014","42826","41117","39358","38664","39570","40312",
"노원구","55~59세","등록외국인","","196","203","216","249","209","173","193","212","187","182","187","188","196",
"노원구","60~64세","계","","38323","38017","28966","31655","34413","35524","37358","38754","39316","39923","39851","39250","38323",
"노원구","60~64세","한국인","","38196","37873","28891","31572","34318","35434","37262","38667","39210","39822","39743","39142","38196",
"노원구","60~64세","등록외국인","","127","144","75","83","95","90","96","87","106","101","108","108","127",
"노원구","65~69세","계","","35191","35118","21983","23171","23344","24338","25040","26350","28634","30964","32075","34042","35191",
"노원구","65~69세","한국인","","35126","35046","21948","23139","23312","24308","25011","26313","28594","30925","32025","33975","35126",
"노원구","65~69세","등록외국인","","65","72","35","32","32","30","29","37","40","39","50","67","65",
"노원구","70~74세","계","","23920","24851","18433","18308","18368","18450","19279","20311","21248","21084","21973","22592","23920",
"노원구","70~74세","한국인","","23896","24817","18416","18287","18349","18432","19260","20295","21234","21066","21950","22567","23896",
"노원구","70~74세","등록외국인","","24","34","17","21","19","18","19","16","14","18","23","25","24",
"노원구","75~79세","계","","17959","18187","13021","13474","14400","15724","16052","16257","16311","16240","16419","17158","17959",
"노원구","75~79세","한국인","","17946","18174","13012","13465","14388","15713","16043","16247","16302","16230","16407","17146","17946",
"노원구","75~79세","등록외국인","","13","13","9","9","12","11","9","10","9","10","12","12","13",
"노원구","80~84세","계","","13131","13231","7543","8119","8616","9207","9757","10467","10940","11549","12635","12981","13131",
